,headline,category,authors,date,topic
1164,CNN's Brianna Keilar Has A Mocking New Nickname For Fox News,POLITICS,Lee Moran,2020-12-01,rep
1165,"Trump's Rallies Didn't Pay Off For Him At The Polls, According To Data",POLITICS,Mary Papenfuss,2020-11-30,trump
1166,Fox News Lets Trump Spew Lies Unchecked In First Interview Since Election Day,POLITICS,Hayley Miller,2020-11-29,trump
1167,Cindy McCain Is Reportedly Biden's Top Pick To Be Ambassador To The U.K.,POLITICS,Mary Papenfuss,2020-11-29,rep
1168,Kamala Harris Gets A Big Laugh Out Of Another Trump Run: 'Please',POLITICS,Mary Papenfuss,2020-11-29,trump
1169,Every Senior Member Of The Biden-Harris Communications Team Will Be A Woman,POLITICS,Nick Visser,2020-11-29,democrats
1170,"Joe Biden Fractures Foot While Playing With Dog, Doctor Says",POLITICS,Hayley Miller,2020-11-29,biden
1171,Trump Biographer Hits President Where It Hurts: Can’t Even Succeed At Being A Loser,POLITICS,Lee Moran,2020-11-28,rep
1172,'Daily Show' Looks Back At Trump’s ‘Cozy Relationship’ With White Supremacists,POLITICS,Lee Moran,2020-11-28,trump
1173,Trump Now Insists Biden Must 'Prove' He Won 80 Million Votes To Enter The White House,POLITICS,Mary Papenfuss,2020-11-28,trump
1174,Security Experts Fear State Secrets Won't Be Safe With Indebted Donald Trump,POLITICS,Mary Papenfuss,2020-11-28,trump
1175,Donor In Trump's Election 'Fraud' Fight Sues To Snatch Back His $2.5 Million Contribution,POLITICS,Mary Papenfuss,2020-11-27,election
1176,Unthankful Trump Refuses To Say If He Will Attend Biden Inauguration,POLITICS,Nick Visser,2020-11-27,trump
1177,Jake Tapper Hits Donald Trump With A Blunt Reminder After President’s Rant At Reporter,POLITICS,Lee Moran,2020-11-27,trump
1178,Sotomayor Calls Supreme Court’s N.Y. Pandemic Ruling A ‘Deadly Game’,POLITICS,Sarah Ruiz-Grossman,2020-11-26,court
1179,Supreme Court Blocks New York COVID-19 Restrictions On Religious Gatherings,POLITICS,"Lawrence Hurley, Reuters",2020-11-26,court
1180,Trump Lawyer Gets The Meme Treatment For Posting Fake Roosevelt Quote,POLITICS,Josephine Harvey,2020-11-26,biden
1181,Ex-Trump Lawyer Sidney Powell Mocked For Typo-Laden Lawsuits,POLITICS,Ja'han Jones,2020-11-26,rep
1182,The Key Point About Joe Biden's National Security Picks: It's Truly The Biden Show,POLITICS,Akbar Shahid Ahmed,2020-11-25,biden
1183,Biden's Daily Intel Briefings Remind Us That Trump Hardly Bothered With Them,POLITICS,Sanjana Karanth,2020-11-25,biden
1184,Biden Pick Antony Blinken Recalls Stepfather’s Holocaust Escape,POLITICS,Curtis M. Wong,2020-11-25,rep
1185,Trump's Former Ghostwriter Has Four Words Of Post-Presidency Advice,POLITICS,David Moye,2020-11-25,rep
1186,"Michigan Certifies Election Results, Declaring Biden Winner In New Blow To Trump",POLITICS,Nick Visser,2020-11-24,biden
1187,"Historian Asks Where Trump Library Should Be, Twitter Users Have Ideas",POLITICS,David Moye,2020-11-24,trump
1188,Twitter Users Mock GSA Boss Emily Murphy's Letter To Joe Biden,POLITICS,David Moye,2020-11-24,joe
1189,Self-Confessed Troll Donald Trump Jr. Shares Fake Video Of His Dad Beating Up Biden,POLITICS,Lee Moran,2020-11-24,rep
1190,Lincoln Project Warns That Republicans In Trump's Shadow Are More Dangerous,POLITICS,Ron Dicker,2020-11-23,republicans
1191,Trump Campaign Sidelines Sidney Powell From Legal Team,POLITICS,Sanjana Karanth,2020-11-23,Ex-Prosecutor
1192,Court Rules Tennessee Can Enforce Abortion Ban Based On Down Syndrome Diagnosis,POLITICS,Melissa Jeltsen,2020-11-23,court
1193,Georgia's Sen. Kelly Loeffler Quarantines After Inconclusive COVID-19 Tests,POLITICS,Nina Golgowski,2020-11-22,biden
1194,"The Pandemic Is Increasing Child Sex Trafficking, But Not For Reasons You May Think",POLITICS,Michael Hobbes,2020-11-22,rep
1195,Don Trump Jr.'s Boast About 'Cleaning My Guns' In Quarantine Gears Up Twitter Critics,POLITICS,Mary Papenfuss,2020-11-22,donald
1196,Michiganders Erupt After Their Maskless Lawmakers Sip Dom Perignon At Trump Hotel,POLITICS,Mary Papenfuss,2020-11-22,trump
1197,Laid-Off Workers Lobby For Unemployment Benefits To Continue,POLITICS,Arthur Delaney,2020-11-22,biden
1198,Kayleigh McEnany’s Latest Trump Lie Is Firmly Debunked In Viral Video,POLITICS,Lee Moran,2020-11-21,biden
1199,Christian Songwriter Is Fed Up With Believers Who Refuse To Wear Masks,POLITICS,Carol Kuruvilla,2020-11-21,biden
1200,Honeymoon Already Shaky: Joe Biden Hits A Nerve On Twitter With Money Plea,POLITICS,Mary Papenfuss,2020-11-21,biden
1201,Trump Fails To Convince Michigan Lawmakers That Joe Biden Didn't Win The Election,POLITICS,Mary Papenfuss,2020-11-21,trump
1202,Dozens Of Lawmakers Urge Biden To Pick Deb Haaland For Interior Secretary,POLITICS,Jennifer Bendery,2020-11-20,biden
1203,Donald Trump Jr. Has The Coronavirus,POLITICS,Sarah Ruiz-Grossman and Lee Moran,2020-11-20,rep
1204,More GOP Senators Have COVID Than Have Acknowledged That Joe Biden Won,POLITICS,Jennifer Bendery,2020-11-20,republicans
1205,Anthony Scaramucci Breaks Down Trump's Three-Tiered Endgame,POLITICS,Jeremy Blum,2020-11-20,rep
1206,Biden Adamantly Says He Will Not Lock Down The Country Again: 'No. National. Shutdown.',POLITICS,Jeremy Blum,2020-11-20,biden
1207,"Rank-And-File Republicans Send Unequivocal Message To Donald Trump, GOP Enablers",POLITICS,Lee Moran,2020-11-19,republicans
1208,Erin Brockovich Slams Joe Biden's EPA Transition Team Pick: 'Are You Kidding Me?',POLITICS,Jenna Amatulli,2020-11-19,biden
1209,"Donald Trump’s Lawyer Slammed Him As An 'Idiot' In Unearthed Facebook Posts, Interviews",POLITICS,Lee Moran,2020-11-19,rep
1210,U.S. Bishops Worry Biden's Progressive Faith Stances Will Confuse Catholics,POLITICS,"David Crary, AP",2020-11-18,biden
1211,Trump Administration Finalizing Last-Minute Safety Net Cuts,POLITICS,Arthur Delaney,2020-11-17,trump
1212,Senate Blocks Confirmation Of Trump's Federal Reserve Nominee Judy Shelton,POLITICS,Hayley Miller and Zachary D. Carter,2020-11-17,biden
1213,Michelle Obama Calls Out Trump's Refusal To Transition To Biden: 'This Isn’t A Game',POLITICS,Jenna Amatulli,2020-11-16,trump
1214,Trump's Midnight Twitter Scream Causes 3 Honest Words To Trend In Response,POLITICS,Ed Mazza,2020-11-16,trump
1215,Giuliani's Wild Four Seasons Rant Reportedly Scared Top Attorneys From Election Fight,POLITICS,Mary Papenfuss,2020-11-15,election
1216,Lou Dobbs Has Full-On Election Meltdown On Fox Business,POLITICS,Lee Moran,2020-11-14,election
1217,"Donald Trump, Kellyanne Conway’s ‘Landslide’ Boasts Come Back To Haunt Them",POLITICS,Lee Moran,2020-11-14,rep
1218,Batter Up! Twitter Saboteurs Hijack 'Million MAGA March' Hashtag With Pancake Tweets,POLITICS,Mary Papenfuss,2020-11-14,biden
1219,Biden Faces Tough Choice Over COVID-19 Lockdowns,POLITICS,"Alexandra Jaffe, AP",2020-11-14,rep
1220,Democrats Keep Winning The Popular Vote. That Worries Them.,POLITICS,"Nicholas Riccardi, AP",2020-11-14,democrats
1221,Ritchie Torres Never Dreamed He'd Be First Black Latino Gay Man Elected To Congress,POLITICS,"Angela Moore, Reuters",2020-11-14,election
1222,Retired 4-Star General 'Alarmed' Trump May Try To Use Military To 'Defy An Election',POLITICS,Mary Papenfuss,2020-11-13,election
1223,Mary Trump Has A Surprise Prediction For Her Uncle's Post-White House Plans,POLITICS,Ed Mazza,2020-11-13,rep
1224,Trump's Refusal To Concede Complicates Mike Pence's Political Future,POLITICS,"Jill Colvin and Zeke Miller, AP",2020-11-13,trump
1225,Trump Campaign's Libel Lawsuit Against CNN Gets Dismissed,POLITICS,"Reuters Staff, Reuters",2020-11-12,biden
1226,"Kevin McCarthy Refuses To Recognize Biden Won, Continues To Undermine Democracy",POLITICS,Matt Fuller,2020-11-12,rep
1227,Sean Hannity's Rant At 'Hypocritical Democrats' Reeks Of Hypocrisy,POLITICS,Ron Dicker,2020-11-12,democrats
1228,Where The Money For Trump's 'Election Defense' Fund Will Really Go,POLITICS,"Jarrett Renshaw and Joseph Tanfani, Reuters",2020-11-11,election
1229,‘A Loss Is A Loss’: Democratic Senators Frustrated After Party Falls Short,POLITICS,Kevin Robillard,2020-11-11,democrats
1230,Harvard Law Professor Nails The Hypocrisy Of Mitch McConnell’s Defense Of Donald Trump,POLITICS,Lee Moran,2020-11-11,rep
1231,Progressive Catholics Hope Joe Biden Will Highlight The Kinder Side Of Faith,POLITICS,Carol Kuruvilla,2020-11-11,joe
1232,Reporter Tweets Perfect Burn After Pompeo’s ‘Second Trump Administration’ Claim,POLITICS,Elyse Wanshel,2020-11-10,rep
1233,"Douglas Emhoff, Kamala Harris' Husband, Leaves Job At Law Firm",POLITICS,"Caroline Spiezio, Reuters",2020-11-10,democrats
1234,Times Of London Trolls Trump With Cartoon Of Oval Office Chaos Biden Inherits,POLITICS,Lee Moran,2020-11-10,biden
1235,Deb Haaland: 'Of Course' I'd Be Interested In Being Biden's Interior Secretary,POLITICS,Jennifer Bendery,2020-11-10,rep
1236,Why It Matters That Jill Biden Plans To Teach While Serving As First Lady,POLITICS,Emily Peck,2020-11-10,biden
1237,"Just Skip The Senate To Install A Cabinet, Progressives Urge Joe Biden",POLITICS,Tara Golshan and Amanda Terkel,2020-11-09,democrats
1238,Aspiring Transgender Soldiers Call On Biden To Restore Their Right To Serve,POLITICS,"Hugo Greenhalgh, Reuters",2020-11-09,biden
1239,Trump Administration Moves To Freeze Wages For Farmworkers Before Leaving Office,POLITICS,Dave Jamieson,2020-11-09,trump
1240,Disability Advocates Express Joy After Biden Name-Checks Them With Important Word,POLITICS,Ja'han Jones,2020-11-08,biden
1241,Hamburglar Stars In Prank Calls To Trump's Voter Fraud Hotline,POLITICS,Mary Papenfuss,2020-11-08,biden
1242,"After Trump’s Defeat, His Supporters Held A Heavily Armed Pity Party",POLITICS,Christopher Mathias,2020-11-08,trump
1243,Senate Set To Block Joe Biden At Every Turn,POLITICS,Amanda Terkel,2020-11-07,joe
1244,Lawyer Is Ditching Steve Bannon After He Talked About Beheading Anthony Fauci,POLITICS,Mary Papenfuss,2020-11-07,rep
1245,Pennsylvania AG's Son Hilariously Photobombs Dad's Live TV Interview,POLITICS,Mary Papenfuss,2020-11-07,rep
1246,CNN Host Van Jones Moved To Tears Over Biden's Win,POLITICS,Nadine White and Jeremy Blum,2020-11-07,biden
1247,Dan Rather Comes Up With Biting New Way To Explain Electoral Process To Donald Trump,POLITICS,Lee Moran,2020-11-07,biden
1248,Photo From Donald Trump’s Lie-Filled Rant Goes Viral For The Most Obvious Reason,POLITICS,Lee Moran,2020-11-06,trump
1249,A Biden Administration Could Unilaterally Undo A Bunch Of Safety Net Cuts,POLITICS,Arthur Delaney,2020-11-06,biden
1250,Steve Bannon: I'd Put Anthony Fauci's Head On A Pike As A 'Warning',POLITICS,Mary Papenfuss,2020-11-06,biden
1251,GOP Senate Winner Tommy Tuberville Blitzed Over Sports Defense Of Trump Tantrums,POLITICS,Lee Moran,2020-11-06,republicans
1252,This Might Be The Democratic Party's Costliest Election Loss,POLITICS,Igor Bobic,2020-11-05,election
1253,"'Chill, Donald': Greta Thunberg Turns Trump's Condescending Tweet Against Him",POLITICS,Jeremy Blum,2020-11-05,trump
1254,Sean Hannity Rants At 'Absolute Disgrace' Of An Election Turning Against Trump,POLITICS,Ron Dicker,2020-11-05,election
1255,Kanye West Concedes 2020 Election But Signals He Isn’t Done,POLITICS,David Moye,2020-11-04,election
1256,"Mauree Turner Wins, Will Be First Muslim Lawmaker In Oklahoma",POLITICS,Sarah Ruiz-Grossman,2020-11-04,rep
1257,Trump Voters Have Been Primed For His Bogus Voter Fraud Claims For Years,POLITICS,Ryan J. Reilly,2020-11-04,trump
1258,North Carolina Republican Madison Cawthorn Will Soon Be The Youngest House Member,POLITICS,Tara Golshan,2020-11-04,republicans
1259,"Most QAnon Candidates Lost Their Races, But 2 Are Heading To Congress",POLITICS,Luke O'Brien,2020-11-04,election
1260,GOP Climate Denier Prevails In Critical Texas Energy Regulator Race,POLITICS,Alexander C. Kaufman,2020-11-04,republicans
1261,2020 Election Live Updates: Read The Latest On Races Around The U.S.,POLITICS,"HuffPost Staff, HuffPost",2020-11-03,election
1262,QAnon Backers Behind Pro-Trump Caravans Blocking Roads And Disrupting The Election,POLITICS,"Jessica Schulberg, Nick Robins-Early, and Jesselyn Cook",2020-11-03,election
1263,Former Prisoner Used By Trump As A Prop Declares Her Support For Biden,POLITICS,Akbar Shahid Ahmed,2020-11-03,trump
1264,Texan Who Appears To Boast Of Being 'Trump Train' Basher Also Drove Through BLM Protest,POLITICS,Mary Papenfuss,2020-11-03,rep
1265,"Trump, 'Fox & Friends' Slam Lady Gaga For Pro-Biden Video, Being 'Anti-Fracking Activist'",POLITICS,Jenna Amatulli,2020-11-02,trump
1266,Donald Trump Is Turning An Independent Taxpayer-Funded News Network Into Political Propaganda,POLITICS,Akbar Shahid Ahmed and Nick Robins-Early,2020-11-01,trump
1267,"Billboards Taunting Ivanka Trump, Jared Kushner Sail Down To Mar-a-Lago",POLITICS,Mary Papenfuss,2020-11-01,biden
1268,Trump Writes 'I Love Texas!' Over Video Of MAGA Truck Attack On Biden Caravan,POLITICS,Mary Papenfuss,2020-11-01,trump
1269,‘Deadly Sins’ Ad Busts The Myth That Donald Trump Is A Religious Man,POLITICS,Lee Moran,2020-10-31,rep
1270,Trump 'Wall Of Lies' Resurrected In Manhattan After Vandalism,POLITICS,Mary Papenfuss,2020-10-31,trump
1271,Biden Shows A Simple Way To Silence Trump’s Conspiracy Theories Once And For All,POLITICS,Lee Moran,2020-10-31,biden
1272,Savvy K-Pop Superfans Take On QAnon With Vast Cyberarmy,POLITICS,Mary Papenfuss,2020-10-30,rep
1273,Kamala Harris Delivers Powerful Response To The Republicans Who Mock Her Name,POLITICS,Ed Mazza,2020-10-30,republicans
1274,"Dozen People Overcome By Heat, Rushed To Hospital During Trump's Florida Rally",POLITICS,Mary Papenfuss,2020-10-30,trump
1275,Comedian's Parody Of Stranded Omaha Trump Supporter Goes Viral,POLITICS,Josephine Harvey,2020-10-29,rep
1276,Labor Unions Hope For A Turnaround Under A Joe Biden Presidency,POLITICS,Dave Jamieson,2020-10-29,democrats
1277,Lincoln Project Gives 'Covey Spreader' Trump The Honey Badger Treatment,POLITICS,Ed Mazza,2020-10-29,trump
1278,Hundreds Of Trump Supporters Waited Hours In The Cold For Buses After Omaha Rally,POLITICS,Hayley Miller,2020-10-28,republicans
1279,Nicolle Wallace Slams Conservative Columnist's 'Bitchy' Take On Kamala Harris,POLITICS,Josephine Harvey,2020-10-27,biden
1280,George Conway Shows Trump's Allies What They Still 'Believe' In,POLITICS,Josephine Harvey,2020-10-26,rep
1281,"Voting For Kanye West Is 'Not Funny,' Warns Jennifer Aniston",POLITICS,Mary Papenfuss,2020-10-25,vote
1282,"Lincoln Project Attorney Scorches Lawsuit Threat Over Ivanka, Jared Billboards",POLITICS,Mary Papenfuss,2020-10-25,biden
1283,Cory Booker Slams 'Racist' House GOP Candidate Madison Cawthorn,POLITICS,Igor Bobic,2020-10-25,republicans
1284,"Ivanka Trump, Jared Kushner Threaten To Sue Lincoln Project Over Times Square Billboards",POLITICS,Mary Papenfuss,2020-10-24,rep
1285,People Can’t Believe This RNC Tweet About Donald Trump’s Priorities Isn’t A Parody,POLITICS,Lee Moran,2020-10-24,republicans
1286,CNN Fact-Checker Rips Apart Donald Trump's 'Bombardment Of Dishonesty' In Final Debate,POLITICS,Lee Moran,2020-10-23,trump
1287,Trump Utters More Racist Remarks During Final Presidential Debate,POLITICS,Dominique Mosbergen,2020-10-23,trump
1288,MSNBC Hosts Say Trump Owes Kristen Welker An Apology,POLITICS,Kimberley Richards,2020-10-23,rep
1289,Trump’s Crackdown On Diversity Training Is Fascist. And Terrifying.,POLITICS,Emily Peck,2020-10-22,trump
1290,Trump Releases Footage From '60 Minutes' Interview He Walked Out Of,POLITICS,Nick Visser and Nina Golgowski,2020-10-22,rep
1291,Republican Mask Manufacturer Says He'll Vote Biden After Trump 'Politicized' COVID-19,POLITICS,Hayley Miller,2020-10-21,republicans
1292,Most Presidents Who Lose Deal With Shame. Trump Could Have To Deal With Prison.,POLITICS,S.V. Date,2020-10-21,trump
1293,LGBTQ Advocates Shred Tiffany Trump's Speech At 'Trump Pride' Event,POLITICS,Curtis M. Wong,2020-10-20,biden
1294,Ex-Bush Aide Peter Wehner Tells Evangelicals What Trump Really Thinks Of Them,POLITICS,Ed Mazza,2020-10-20,rep
1295,Biden Has 1-Word Response To Trump's Insult That He'll 'Listen To The Scientists',POLITICS,Curtis M. Wong,2020-10-19,rep
1296,Trump Blames 'Fauci And These Idiots' For His Own Coronavirus Ineptitude,POLITICS,Ryan Grenoble,2020-10-19,trump
1297,Donald Trump Drops Money Into Church Collection Bucket And Twitter Makes Him Pay,POLITICS,Ron Dicker,2020-10-19,trump
1298,Chilling Training Videos Released Of Militia Men Charged In Michigan Gov. Kidnap Plot,POLITICS,Mary Papenfuss,2020-10-18,rep
1299,How Trump Got Played By The Military-Industrial Complex,POLITICS,Akbar Shahid Ahmed,2020-10-18,trump
1300,Angry 'Fortunate Son' Rocker John Fogerty Hitting Trump With Cease-And-Desist Order,POLITICS,Mary Papenfuss,2020-10-18,trump
1301,"Trump Is 'Helping To Crowdsource Domestic Terrorism,' Warns Former DHS Official",POLITICS,Lee Moran,2020-10-17,trump
1302,Dan Rather Explains How Actual Rats Are Better Than Trump-Supporting Republicans,POLITICS,Mary Papenfuss,2020-10-17,biden
1303,Trump Administration Turns Down California's Request For Wildfire Disaster Assistance,POLITICS,Marina Fang,2020-10-16,trump
1304,Donald Trump's Contempt For Black Women On Full Display In Scathing New Video,POLITICS,Lee Moran,2020-10-16,trump
1305,Trump Won’t Confirm If He Took A COVID-19 Test For His 1st Debate With Biden,POLITICS,Dominique Mosbergen,2020-10-16,trump
1306,Donald Trump Throwing Face Masks Into Rally Crowd Becomes A Mocking Meme,POLITICS,Lee Moran,2020-10-15,trump
1307,"Secret Service Signs For $180,000 More In Golf Cart Rentals For Trump Outings",POLITICS,S.V. Date,2020-10-15,trump
1308,Greta Thunberg Chides Amy Coney Barrett For Her Weak Stance On Climate Change,POLITICS,Jeremy Blum,2020-10-15,rep
1309,Desperate Trump Resorts To Literal Begging With Latest Racist Dog-Whistle Plea,POLITICS,Ed Mazza,2020-10-14,biden
1310,"Barron Trump Had COVID-19, First Lady Melania Trump Says",POLITICS,Sarah Ruiz-Grossman,2020-10-14,rep
1311,Ex-Trump DHS Official Condemns 'Dangerous' President In Scathing Op-Ed,POLITICS,Lee Moran,2020-10-14,rep
1312,A Trump-Tied Law Firm ‘Played Both Sides Of The Ledger’ During Oil Market Crash,POLITICS,Chris D'Angelo,2020-10-14,trump
1313,GOP Senator Skewered For Griping About How Much It Hurts To Be Called A Racist,POLITICS,Josephine Harvey,2020-10-13,republicans
1314,Catholics For Biden Co-Chair Says Progressives Should Avoid Amy Coney Barrett’s Faith,POLITICS,Ryan J. Reilly,2020-10-13,democrats
1315,FBI Agent: Groups Discussed Kidnapping Virginia Governor,POLITICS,"David Eggert and Katherine Foody, AP",2020-10-13,biden
1316,Dr. Fauci Calls On Trump Campaign To Take Down Misleading Ad,POLITICS,Sanjana Karanth,2020-10-12,trump
1317,Democrats Prepare Last-Ditch Effort To Derail Trump’s Supreme Court Nominee,POLITICS,Jennifer Bendery and Igor Bobic,2020-10-12,democrats
1318,Eric Trump Says Nonexistent COVID-19 Vaccine His Dad 'Took' Worked Really 'Well',POLITICS,Mary Papenfuss,2020-10-11,rep
1319,Anthony Fauci Says He Didn't Consent To Trump Ad That Takes His Words Out Of Context,POLITICS,Nina Golgowski,2020-10-11,rep
1320,White House Doctor Gives Trump The All-Clear With Few Details,POLITICS,Mary Papenfuss,2020-10-11,trump
1321,"White House Blocked Anthony Fauci From Appearing On ABC News Show, Host Says",POLITICS,Hayley Miller,2020-10-11,white house
1322,How America Learned To Stop Worrying And Love The Deficit,POLITICS,Zachary D. Carter,2020-10-11,rep
1323,Tucker Carlson's 'Very Odd' Pronunciation Of 'Ottawa' Has People In Stitches,POLITICS,Lee Moran,2020-10-10,biden
1324,Raised Eyebrows And Side-Eye: Kamala Harris Was A Human GIF Machine At Debate,POLITICS,Ed Mazza,2020-10-08,democrats
1325,Pete Buttigieg Drops Firebomb On Trump And Pence In Fox News Interview,POLITICS,Josephine Harvey,2020-10-08,rep
1326,Women Are Not OK,POLITICS,Emily Peck,2020-10-07,biden
1327,Ex-CIA Director Issues Chilling Warning On What 4 More Years Of Trump Would Mean,POLITICS,Ed Mazza,2020-10-07,trump
1328,Biden Says He Will Make Roe v. Wade ‘The Law Of The Land’,POLITICS,Melissa Jeltsen,2020-10-06,rep
1329,Trump Coronavirus Update: The Latest On The President's Health And The GOP COVID-19 Outbreak,POLITICS,"HuffPost Staff, HuffPost",2020-10-06,trump
1330,Mark Cuban Tells Ted Cruz He's 'Full Of S**t' In Twitter Battle Royale,POLITICS,David Moye,2020-10-06,republicans
1331,Lawyer At White House COVID-Cluster Event Spoke Later To Group Fighting Mail-In Votes,POLITICS,Mary Papenfuss,2020-10-06,white house
1332,Trump Is Losing Because He Ignored The Coronavirus,POLITICS,Kevin Robillard,2020-10-05,trump
1333,'They're Hiding Things': Sanjay Gupta Reveals What Trump's Doctors Aren't Saying,POLITICS,Ed Mazza,2020-10-05,rep
1334,Trump Leaves Hospital As Questions Mount Over COVID-19 Condition,POLITICS,Hayley Miller,2020-10-05,trump
1335,"Trump's Blood Oxygen Level Dropped Below Normal Twice, White House Doctor Says",POLITICS,Hayley Miller,2020-10-04,rep
1336,Trump's Doctors Raise Major New Questions About His COVID-19 Timeline,POLITICS,Hilary Hanson,2020-10-03,trump
1337,Trump Railed Against Masks At Debate Days Before Testing Positive For COVID-19,POLITICS,Ryan Grenoble,2020-10-02,trump
1338,"Donald Trump, Melania Trump Test Positive For The Coronavirus",POLITICS,Nick Visser and Carla Herreria Russo,2020-10-02,trump
1339,MyPillow Guy Mike Lindell Shouts Out Unproven COVID-19 'Cure' To Trump,POLITICS,Ron Dicker,2020-10-02,trump
1340,'This Is Not Who We Are': Twitter Rages Over Melania's Taped Remarks On Migrant Children,POLITICS,Mary Papenfuss,2020-10-02,biden
1341,17 GOP Congressmen Vote No On Resolution Condemning QAnon,POLITICS,Christopher Mathias,2020-10-02,republicans
1342,"Stanley McChrystal, U.S. Army General Fired After Mocking Biden, Endorses Biden",POLITICS,Hayley Miller,2020-10-01,rep
1343,"Fed Up With Politics, She Left The U.S. 20 Years Ago. Has Anything Changed?",POLITICS,Emily Peck,2020-10-01,biden
1344,Debate Commission Considers Granting Mic Control To Moderator,POLITICS,"David Bauder, AP",2020-10-01,biden
1345,White House Called Out For False Claim That Amy Coney Barrett Was A 'Rhodes Scholar',POLITICS,Elyse Wanshel,2020-10-01,white house
1346,5 Racist Trump Moments From The First 2020 Presidential Debate,POLITICS,Nick Visser,2020-09-30,rep
1347,Livid Van Jones Rages Against Trump’s ‘Wink And A Nod’ To Nazis During Debate,POLITICS,Ed Mazza,2020-09-30,trump
1348,Carl Bernstein: Trump Has Created 'First Grifter Presidency' In America's History,POLITICS,Josephine Harvey,2020-09-29,trump
1349,Hero US Airways Pilot Sully Sullenberger Appears In New Anti-Trump Ad,POLITICS,Jeremy Blum,2020-09-29,biden
1350,Trump’s Tax Revelation Could Tarnish Image That Fueled Rise,POLITICS,"Jill Colvin, AP",2020-09-28,trump
1351,"Trump Holds $421 Million In Debt, Could Owe IRS $100 Million In Penalties, Times Says",POLITICS,Nick Visser,2020-09-28,trump
1352,United Nations' Failures On Coronavirus Underscore Need For Reforms,POLITICS,"Edith M. Lederer, AP",2020-09-27,biden
1353,Trump Gripes 'Fake News' Didn't Tout His 2 Nobel Peace Prizes (That Never Existed),POLITICS,Mary Papenfuss,2020-09-27,rep
1354,Trump Blasts Bombshell Report On His $750 U.S. Tax Bills As 'Fake News',POLITICS,Mary Papenfuss,2020-09-27,rep
1355,Mail-In Voting Rules Still Up In The Air As Republicans Appeal Election Decisions,POLITICS,Paul Blumenthal,2020-09-26,republicans
1356,"White House Staffers Worried About Trump Refusing To Step Down, Says Former Aide",POLITICS,Mary Papenfuss,2020-09-26,white house
1357,There’s A Better Way To Get Justice For Sexual Assault Survivors,POLITICS,Alanna Vagianos,2020-09-25,rep
1358,Lindsey Graham Says He's 'Getting Killed' In Campaign Cash Because Foes 'Hate My Guts',POLITICS,Mary Papenfuss,2020-09-25,rep
1359,Adam Schiff Urges Trump’s Own Staff To Walk Out Now While They Can,POLITICS,Ed Mazza,2020-09-24,rep
1360,Lawmakers Don’t Have To Disclose Federal Loans. 2 Democrats Want To Change That.,POLITICS,Tara Golshan,2020-09-23,democrats
1361,"'Tiger King' Star Charged With Animal Trafficking, Money Laundering",CRIME,Ben Blanchet,2022-07-01,charged
1362,Woman Allegedly Being Held Hostage Gets Rescued Thanks To Grubhub Note,CRIME,David Moye,2022-06-22,charged
1363,"South African Pastor Found Guilty Of Treason, Racist Plot",CRIME,"MOGOMOTSI MAGOME, AP",2022-06-06,charged
1364,Man Robbed Of Assault Rifle At Gunpoint Opens Fire With Second Gun,CRIME,Mary Papenfuss,2022-06-03,shooting
1365,"Angel Statue Beheaded At Church, $2 Million Relic Stolen",CRIME,"Michael R. Sisak, AP",2022-05-30,killed
1366,"Weapons That Can Cause 'Grave Damage' Aren't Sacred, Texas Bishop Fumes",CRIME,Mary Papenfuss,2022-05-29,suspect
1367,Guilty Plea In Plot To Firebomb California Democratic HQ,CRIME,"Don Thomspon, AP",2022-05-28,guilty
1368,Teen Kidnapped At Dallas Basketball Game Found Days Later Held In Hotel Room,CRIME,Mary Papenfuss,2022-05-22,suspect
1369,"Buffalo Gunman Had Previously Threatened High School Shooting, Official Says",CRIME,"Carolyn Thompson and Michael Balsamo, AP",2022-05-15,suspect
1370,Buffalo Suspect Embraced Racist 'Replacement' Conspiracy Pushed By Tucker Carlson,CRIME,Mary Papenfuss,2022-05-15,suspect
1371,"1 Killed, 4 Critically Wounded In California Church Shooting, Police Say",CRIME,Nick Visser,2022-05-15,killed
1372,"13 Shot, 10 Dead In 'Racially Motivated Hate Crime' At Buffalo Supermarket: Sheriff",CRIME,Sebastian Murdock,2022-05-14,shooting
1373,Arrest Made In South Carolina Mall Shooting That Wounded 14 People,CRIME,Sara Boboltz and Nina Golgowski,2022-04-16,shooting
1374,"Man, 21, Arrested A Week After 3 Killed At Georgia Gun Range",CRIME,"Associated Press, AP",2022-04-16,charged
1375,LA Political Donor Gets 30 Years In Prison For Fetish Deaths,CRIME,"BRIAN MELLEY, AP",2022-04-14,charged
1376,Las Vegas Teen Accused Of Attempting To Murder His Teacher,CRIME,"Ken Ritter, AP",2022-04-09,charged
1377,DC Police Find 5 Fetuses In Home Of Anti-Abortion Activist Lauren Handy,CRIME,Sebastian Murdock,2022-03-31,suspect
1378,"Cops In NYC, DC, Suspect Same Gunman Shot 5 Homeless People",CRIME,Nick Visser,2022-03-14,shooting
1379,"NYC Police Search For Suspect Who Shot 2 Sleeping Homeless Men, One Fatally",CRIME,Mary Papenfuss,2022-03-13,killed
1380,2 Louisiana Deputies Charged In Shooting Death Of Man In Parked Car,CRIME,Sara Boboltz,2022-02-23,shooting
1381,Man Identified In Portland Mass Shooting Railed Against BLM Protesters: Report,CRIME,Sebastian Murdock,2022-02-22,shooting
